CustomerID,Age,Gender,Location,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,WebsiteVisitsFrequency,Churn
279,42,Male,Sabah,Platinum,25,1500,HomeGoods,12/1/2023,Engineer,Medium,1
280,28,Female,Kuala Lumpur,Gold,18,1100,Electronics,12/25/2023,Artist,High,0
281,35,Male,Selangor,Silver,16,950,Clothing,11/29/2023,Scientist,Medium,0
282,27,Female,Penang,Bronze,15,700,HomeGoods,12/20/2023,Engineer,High,1
283,30,Male,Kuala Lumpur,Platinum,22,1400,Electronics,12/14/2023,Entrepreneur,Low,0
284,28,Female,Sabah,Gold,25,1200,Clothing,12/22/2023,Marketing Manager,Medium,1
285,33,Male,Terengganu,Silver,20,1300,HomeGoods,12/10/2023,Sales,High,0
286,26,Female,Kuala Lumpur,Bronze,8,450,Electronics,12/15/2023,Software Engineer,Medium,0
287,37,Male,Selangor,Gold,15,900,HomeGoods,12/18/2023,Manager,High,1
288,30,Female,Jehor,Silver,20,1200,Clothing,12/5/2023,Artist,Low,0
289,26,Male,Pahang,Platinum,15,900,Electronics,11/30/2023,Engineer,Medium,0
290,31,Female,Kuala Lumpur,Gold,22,1400,Home Goods,11/25/2023,Teacher,High,1
291,35,Male,Selangor,Silver,16,950,Electronics,12/14/2023,Scientist,Low,0
292,29,Female,Penang,Bronze,17,1000,Clothing,12/1/2023,IT Analyst,Medium,1
293,33,Male,Kuala Lumpur,Platinum,30,1500,Home Goods,12/20/2023,Entrepreneur,High,0
294,28,Female,Johor,Gold,12,700,Electronics,12/10/2023,Nurse,Medium,0
295,36,Male,Sabah,Silver,18,950,Clothing,11/28/2023,Software Engineer,Low,1
296,29,Female,Pahang,Bronze,10,600,HomeGoods,12/18/2023,Manager,High,0
297,34,Male,Kuala Lumpur,Gold,22,1500,Electronics,12/8/2023,Scientist,Medium,0
298,27,Female,Selangor,Platinum,16,980,Clothing,12/14/2023,Artist,Low,1
299,31,Male,Penang,Silver,14,800,HomeGoods,12/20/2023,Engineer,High,0
300,26,Female,Kuala Lumpur,Bronze,18,1100,Electronics,11/25/2023,Student,Medium,0
331,32,Male,Selangor,Gold,15,900,HomeGoods,12/1/2023,Engineer,High,1
332,26,Female,Penang,Bronze,10,500,Electronics,11/28/2023,Nurse,Medium,0
333,39,Male,Kuala Lumpur,Platinum,22,1200,Clothing,11/30/2023,Manager,Low,0
334,28,Female,Sabah,Gold,16,950,Electronics,12/10/2023,Artist,Medium,0
335,35,Male,Pahang,Silver,18,800,Clothing,12/15/2023,IT Analyst,Low,1
336,29,Female,Kuala Lumpur,Bronze,15,800,Home Goods,12/2/2023,Entrepreneur,High,0
337,36,Male,Selangor,Gold,20,1200,Clothing,12/8/2023,Doctor,Medium,1
338,27,Female,Penang,Silver,14,800,Electronics,12/5/2023,Teacher,Low,0
339,42,Male,Sabah,Platinum,25,1500,HomeGoods,12/1/2023,Engineer,Medium,1
340,28,Female,Kuala Lumpur,Gold,18,1100,Electronics,12/25/2023,Artist,High,0
341,35,Male,Selangor,Silver,16,950,Clothing,11/29/2023,Scientist,Medium,0
342,27,Female,Penang,Bronze,15,700,HomeGoods,12/20/2023,Engineer,High,1
343,30,Male,Kuala Lumpur,Platinum,22,1400,Electronics,12/14/2023,Entrepreneur,Low,0
344,28,Female,Sabah,Gold,25,1200,Clothing,12/22/2023,Marketing Manager,Medium,1
345,33,Male,Terengganu,Silver,20,1300,HomeGoods,12/10/2023,Sales,High,0
346,26,Female,Kuala Lumpur,Bronze,8,450,Electronics,12/15/2023,Software Engineer,Medium,0
347,37,Male,Selangor,Gold,15,900,HomeGoods,12/18/2023,Manager,High,1
348,30,Female,Johor,Silver,20,1200,Clothing,12/5/2023,Artist,Low,0
349,26,Male,Pahang,Platinum,15,900,Electronics,11/30/2023,Engineer,Medium,0
350,31,Female,Kuala Lumpur,Gold,22,1400,Home Goods,11/25/2023,Teacher,High,1
351,35,Male,Selangor,Silver,16,950,Electronics,12/14/2023,Scientist,Low,0
352,29,Female,Penang,Bronze,17,1000,Clothing,12/1/2023,IT Analyst,Medium,1
353,33,Male,Kuala Lumpur,Platinum,30,1500,Home Goods,12/20/2023,Entrepreneur,High,0
354,28,Female,Johor,Gold,12,700,Electronics,12/10/2023,Nurse,Medium,0
355,36,Male,Sabah,Silver,18,950,Clothing,11/28/2023,Software Engineer,Low,1
356,29,Female,Pahang,Bronze,10,600,HomeGoods,12/18/2023,Manager,High,0
357,34,Male,Kuala Lumpur,Gold,22,1500,Electronics,12/8/2023,Scientist,Medium,0
358,27,Female,Selangor,Platinum,16,980,Clothing,12/14/2023,Artist,Low,1
359,31,Male,Penang,Silver,14,800,HomeGoods,12/20/2023,Engineer,High,0
360,26,Female,Kuala Lumpur,Bronze,18,1100,Electronics,11/25/2023,Student,Medium,0
361,32,Male,Selangor,Gold,15,900,HomeGoods,12/1/2023,Engineer,High,1
362,26,Female,Penang,Bronze,10,500,Electronics,11/28/2023,Nurse,Medium,0
363,39,Male,Kuala Lumpur,Platinum,22,1200,Clothing,11/30/2023,Manager,Low,0
364,28,Female,Sabah,Gold,16,950,Electronics,12/10/2023,Artist,Medium,0
365,35,Male,Pahang,Silver,18,800,Clothing,12/15/2023,IT Analyst,Low,1
366,29,Female,Kuala Lumpur,Bronze,15,800,Home Goods,12/2/2023,Entrepreneur,High,0
367,36,Male,Selangor,Gold,20,1200,Clothing,12/8/2023,Doctor,Medium,1
368,27,Female,Penang,Silver,14,800,Electronics,12/5/2023,Teacher,Low,0
369,42,Male,Sabah,Platinum,25,1500,HomeGoods,12/1/2023,Engineer,Medium,1
370,28,Female,Kuala Lumpur,Gold,18,1100,Electronics,12/25/2023,Artist,High,0
371,35,Male,Selangor,Silver,16,950,Clothing,11/29/2023,Scientist,Medium,0
372,27,Female,Penang,Bronze,15,700,HomeGoods,12/20/2023,Engineer,High,1
373,30,Male,Kuala Lumpur,Platinum,22,1400,Electronics,12/14/2023,Entrepreneur,Low,0
374,28,Female,Sabah,Gold,25,1200,Clothing,12/22/2023,Marketing Manager,Medium,1
375,33,Male,Terengganu,Silver,20,1300,HomeGoods,12/10/2023,Sales,High,0
376,26,Female,Kuala Lumpur,Bronze,8,450,Electronics,12/15/2023,Software Engineer,Medium,0
377,37,Male,Selangor,Gold,15,900,HomeGoods,12/18/2023,Manager,High,1
378,30,Female,Johor,Silver,20,1200,Clothing,12/5/2023,Artist,Low,0
379,26,Male,Pahang,Platinum,15,900,Electronics,11/30/2023,Engineer,Medium,0
380,31,Female,Kuala Lumpur,Gold,22,1400,Home Goods,11/25/2023,Teacher,High,1
381,35,Male,Selangor,Silver,16,950,Electronics,12/14/2023,Scientist,Low,0
382,29,Female,Penang,Bronze,17,1000,Clothing,12/1/2023,IT Analyst,Medium,1
383,33,Male,Kuala Lumpur,Platinum,30,1500,Home Goods,12/20/2023,Entrepreneur,High,0
384,28,Female,Johor,Gold,12,700,Electronics,12/10/2023,Nurse,Medium,0
385,36,Male,Sabah,Silver,18,950,Clothing,11/28/2023,Software Engineer,Low,1
386,29,Female,Pahang,Bronze,10,600,HomeGoods,12/18/2023,Manager,High,0
387,34,Male,Kuala Lumpur,Gold,22,1500,Electronics,12/8/2023,Scientist,Medium,0
388,27,Female,Selangor,Platinum,16,980,Clothing,12/14/2023,Artist,Low,1
389,31,Male,Penang,Silver,14,800,HomeGoods,12/20/2023,Engineer,High,0
390,26,Female,Kuala Lumpur,Bronze,18,1100,Electronics,11/25/2023,Student,Medium,0
391,32,Male,Selangor,Gold,15,900,HomeGoods,12/1/2023,Engineer,High,1
392,26,Female,Penang,Bronze,10,500,Electronics,11/28/2023,Nurse,Medium,0
393,39,Male,Kuala Lumpur,Platinum,22,1200,Clothing,11/30/2023,Manager,Low,0
394,28,Female,Sabah,Gold,16,950,Electronics,12/10/2023,Artist,Medium,0
395,35,Male,Pahang,Silver,18,800,Clothing,12/15/2023,IT Analyst,Low,1
396,29,Female,Kuala Lumpur,Bronze,15,800,Home Goods,12/2/2023,Entrepreneur,High,0
397,36,Male,Selangor,Gold,20,1200,Clothing,12/8/2023,Doctor,Medium,1
398,27,Female,Penang,Silver,14,800,Electronics,12/5/2023,Teacher,Low,0
399,42,Male,Sabah,Platinum,25,1500,HomeGoods,12/1/2023,Engineer,Medium,1
400,28,Female,Kuala Lumpur,Gold,18,1100,Electronics,12/25/2023,Artist,High,0
401,35,Male,Selangor,Silver,16,950,Clothing,11/29/2023,Scientist,Medium,0
402,27,Female,Penang,Bronze,15,700,HomeGoods,12/20/2023,Engineer,High,1
403,30,Male,Kuala Lumpur,Platinum,22,1400,Electronics,12/14/2023,Entrepreneur,Low,0
404,28,Female,Sabah,Gold,25,1200,Clothing,12/22/2023,Marketing Manager,Medium,1
405,33,Male,Terengganu,Silver,20,1300,HomeGoods,12/10/2023,Sales,High,0
406,26,Female,Kuala Lumpur,Bronze,8,450,Electronics,12/15/2023,Software Engineer,Medium,0
407,37,Male,Selangor,Gold,15,900,HomeGoods,12/18/2023,Manager,High,1
408,30,Female,Johor,Silver,20,1200,Clothing,12/5/2023,Artist,Low,0
409,26,Male,Pahang,Platinum,15,900,Electronics,11/30/2023,Engineer,Medium,0
410,31,Female,Kuala Lumpur,Gold,22,1400,Home Goods,11/25/2023,Teacher,High,1
411,35,Male,Selangor,Silver,16,950,Electronics,12/14/2023,Scientist,Low,0
412,29,Female,Penang,Bronze,17,1000,Clothing,12/1/2023,IT Analyst,Medium,1
413,33,Male,Kuala Lumpur,Platinum,30,1500,Home Goods,12/20/2023,Entrepreneur,High,0
414,28,Female,Johor,Gold,12,700,Electronics,12/10/2023,Nurse,Medium,0
415,36,Male,Sabah,Silver,18,950,Clothing,11/28/2023,Software Engineer,Low,1
416,29,Female,Pahang,Bronze,10,600,HomeGoods,12/18/2023,Manager,High,0
417,34,Male,Kuala Lumpur,Gold,22,1500,Electronics,12/8/2023,Scientist,Medium,0
418,27,Female,Selangor,Platinum,16,980,Clothing,12/14/2023,Artist,Low,1
419,31,Male,Penang,Silver,14,800,HomeGoods,12/20/2023,Engineer,High,0
420,26,Female,Kuala Lumpur,Bronze,18,1100,Electronics,11/25/2023,Student,Medium,0
421,32,Male,Selangor,Gold,15,900,HomeGoods,12/1/2023,Engineer,High,1
422,26,Female,Penang,Bronze,10,500,Electronics,11/28/2023,Nurse,Medium,0
423,39,Male,Kuala Lumpur,Platinum,22,1200,Clothing,11/30/2023,Manager,Low,0
424,28,Female,Sabah,Gold,16,950,Electronics,12/10/2023,Artist,Medium,0
425,35,Male,Pahang,Silver,18,800,Clothing,12/15/2023,IT Analyst,Low,1
426,29,Female,Kuala Lumpur,Bronze,15,800,Home Goods,12/2/2023,Entrepreneur,High,0
427,36,Male,Selangor,Gold,20,1200,Clothing,12/8/2023,Doctor,Medium,1
428,27,Female,Penang,Silver,14,800,Electronics,12/5/2023,Teacher,Low,0
429,42,Male,Sabah,Platinum,25,1500,HomeGoods,12/1/2023,Engineer,Medium,1
430,28,Female,Kuala Lumpur,Gold,18,1100,Electronics,12/25/2023,Artist,High,0
431,35,Male,Selangor,Silver,16,950,Clothing,11/29/2023,Scientist,Medium,0
432,27,Female,Penang,Bronze,15,700,HomeGoods,12/20/2023,Engineer,High,1
433,30,Male,Kuala Lumpur,Platinum,22,1400,Electronics,12/14/2023,Entrepreneur,Low,0
434,28,Female,Sabah,Gold,25,1200,Clothing,12/22/2023,Marketing Manager,Medium,1
435,33,Male,Terengganu,Silver,20,1300,HomeGoods,12/10/2023,Sales,High,0
436,26,Female,Kuala Lumpur,Bronze,8,450,Electronics,12/15/2023,Software Engineer,Medium,0
437,37,Male,Selangor,Gold,15,900,HomeGoods,12/18/2023,Manager,High,1
438,30,Female,Johor,Silver,20,1200,Clothing,12/5/2023,Artist,Low,0
439,26,Male,Pahang,Platinum,15,900,Electronics,11/30/2023,Engineer,Medium,0
440,31,Female,Kuala Lumpur,Gold,22,1400,Home Goods,11/25/2023,Teacher,High,1
441,35,Male,Selangor,Silver,16,950,Electronics,12/14/2023,Scientist,Low,0
442,29,Female,Penang,Bronze,17,1000,Clothing,12/1/2023,IT Analyst,Medium,1
443,33,Male,Kuala Lumpur,Platinum,30,1500,Home Goods,12/20/2023,Entrepreneur,High,0
444,28,Female,Johor,Gold,12,700,Electronics,12/10/2023,Nurse,Medium,0
445,36,Male,Sabah,Silver,18,950,Clothing,11/28/2023,Software Engineer,Low,1
446,29,Female,Pahang,Bronze,10,600,HomeGoods,12/18/2023,Manager,High,0
447,34,Male,Kuala Lumpur,Gold,22,1500,Electronics,12/8/2023,Scientist,Medium,0
448,27,Female,Selangor,Platinum,16,980,Clothing,12/14/2023,Artist,Low,1
449,31,Male,Penang,Silver,14,800,HomeGoods,12/20/2023,Engineer,High,0
450,26,Female,Kuala Lumpur,Bronze,18,1100,Electronics,11/25/2023,Student,Medium,0
451,32,Male,Selangor,Gold,15,900,HomeGoods,12/1/2023,Engineer,High,1
452,26,Female,Penang,Bronze,10,500,Electronics,11/28/2023,Nurse,Medium,0
453,39,Male,Kuala Lumpur,Platinum,22,1200,Clothing,11/30/2023,Manager,Low,0
454,28,Female,Sabah,Gold,11,950,Electronics,12/10/2023,Artist,Medium,0
455,,Female,Pahang,Silver,18,800,Electronics,12/15/2023,IT Analyst,Low,1
456,29,Female,Kuala Lumpur,Bronze,15,600,Home Goods,12/2/2023,Entrepreneur,High,0
457,36,Male,Selangor,Gold,20,1200,Clothing,12/8/2023,Doctor,Medium,1
458,27,Female,Penang,Silver,14,800,Electronics,12/5/2023,,Low,0
459,42,Male,Sabah,Platinum,25,1500,HomeGoods,12/5/2023,Engineer,Medium,1
460,28,Female,Kuala Lumpur,Gold,18,1300,Electronics,12/25/2023,Artist,High,0
461,35,Male,Selangor,Silver,16,950,Clothing,11/29/2023,Scientist,Medium,0
462,27,Female,Penang,Bronze,15,700,Electronics,12/20/2023,Engineer,High,1
463,30,Male,Kuala Lumpur,Platinum,22,1400,Electronics,12/14/2023,Entrepreneur,Low,0
464,,Female,Sabah,Gold,25,1200,Clothing,12/22/2023,Marketing Manager,Medium,1
465,33,Male,Terengganu,Silver,20,1300,Clothing,12/10/2023,Sales,High,0
466,26,Female,Kuala Lumpur,Bronze,7,450,Electronics,12/15/2023,Software Engineer,Medium,0
467,37,Male,Selangor,Gold,15,900,HomeGoods,12/18/2023,Manager,High,1
468,30,Female,Johor,Silver,20,1200,Clothing,12/5/2023,Artist,Low,0
469,26,Male,Pahang,Platinum,15,1300,Electronics,11/30/2023,Engineer,Medium,0
470,31,Female,Kuala Lumpur,Gold,22,1400,Home Goods,11/25/2023,Teacher,High,1
471,35,Male,Selangor,Silver,16,950,Electronics,12/14/2023,Scientist,Low,0
472,29,Female,Penang,Bronze,17,800,Clothing,12/1/2023,IT Analyst,Medium,1
473,33,Male,Kuala Lumpur,Platinum,30,1500,Home Goods,12/20/2023,Entrepreneur,High,0
474,,Female,Johor,Gold,12,950,Electronics,12/10/2023,Nurse,Medium,0
475,36,Male,Sabah,Silver,18,950,,11/28/2023,,Low,1
476,29,Female,Pahang,Bronze,6,600,HomeGoods,12/18/2023,Manager,High,0
477,34,Male,Kuala Lumpur,Gold,22,1500,Electronics,12/8/2023,Scientist,Medium,0
478,27,Female,Selangor,Platinum,16,980,Clothing,12/14/2023,Artist,Low,1
479,31,Male,Penang,Silver,14,800,HomeGoods,12/20/2023,Engineer,High,0
480,26,Female,Kuala Lumpur,Bronze,18,1100,Electronics,11/25/2023,Student,High,0
481,32,Male,Selangor,Gold,15,900,HomeGoods,12/1/2023,,High,1
482,,Female,Penang,Bronze,10,500,Electronics,11/25/2023,Nurse,Medium,0
483,39,Male,Kuala Lumpur,Platinum,22,1200,Home Goods,11/30/2023,Manager,Low,0
484,28,Female,Sabah,Gold,16,400,Electronics,12/10/2023,Artist,Medium,0
485,35,Male,Pahang,Silver,18,800,Clothing,12/15/2023,IT Analyst,Low,1
486,29,Female,Kuala Lumpur,Bronze,15,800,Home Goods,12/2/2023,Entrepreneur,High,0
487,36,Male,Selangor,Gold,20,680,Clothing,12/8/2023,Doctor,Medium,1
488,27,Female,Penang,Silver,14,800,Electronics,12/5/2023,Teacher,Low,0
489,42,Male,Sabah,Platinum,25,1500,HomeGoods,12/1/2023,Engineer,Medium,1
490,28,Female,Kuala Lumpur,Gold,17,1100,Electronics,12/25/2023,Artist,High,0
491,35,Male,Selangor,Silver,16,950,Electronics,11/29/2023,Scientist,Medium,0
492,27,Female,Penang,Bronze,15,600,HomeGoods,12/20/2023,Engineer,High,1
493,30,Male,Kuala Lumpur,Platinum,22,500,Electronics,12/14/2023,Entrepreneur,High,0
494,28,Female,Sabah,Gold,9,1200,Clothing,12/22/2023,Marketing Manager,Medium,1
495,33,Male,Terengganu,Silver,20,1300,HomeGoods,12/10/2023,Sales,High,0
496,26,Female,Kuala Lumpur,Bronze,8,450,,12/15/2023,Software Engineer,Medium,0
497,37,Male,Selangor,Gold,15,900,HomeGoods,12/18/2023,Manager,High,1
498,30,Female,Johor,Silver,20,1200,Clothing,12/5/2023,Artist,Low,0
499,26,Male,Pahang,Platinum,18,900,Electronics,11/30/2023,Engineer,Medium,0
500,31,Female,Kuala Lumpur,Gold,22,1400,Home Goods,11/25/2023,Teacher,High,1
501,35,Male,Selangor,Silver,16,1000,Electronics,12/14/2023,Scientist,Low,0
502,29,Female,Penang,Bronze,17,1000,Clothing,12/1/2023,IT Analyst,Medium,1
503,33,Male,Kuala Lumpur,Platinum,30,1500,Home Goods,12/20/2023,Entrepreneur,High,0
504,28,Female,Johor,Gold,12,700,Electronics,12/10/2023,Nurse,Medium,0
505,36,Male,Sabah,Silver,19,950,Clothing,11/28/2023,Software Engineer,Low,1
506,29,Female,Pahang,Bronze,10,800,HomeGoods,12/18/2023,Manager,High,0
507,34,Male,Kuala Lumpur,Gold,22,1500,Electronics,12/8/2023,Scientist,Medium,0
508,27,Female,Selangor,Platinum,16,720,Clothing,12/14/2023,Artist,Low,1
509,31,Male,Penang,Silver,14,400,HomeGoods,12/20/2023,Engineer,High,0
510,26,Female,Kuala Lumpur,Bronze,18,1100,Electronics,11/25/2023,Student,Medium,0
511,,Male,Selangor,Gold,15,900,HomeGoods,12/1/2023,Engineer,High,1
512,26,Female,Penang,Bronze,10,500,Clothing,11/28/2023,Nurse,Medium,0
513,39,Male,Kuala Lumpur,Platinum,22,1200,Clothing,11/30/2023,Manager,Low,0
514,28,Female,Sabah,Gold,16,1400,Electronics,12/10/2023,Artist,Medium,0
515,35,Male,Pahang,Silver,18,800,Home Goods,12/15/2023,IT Analyst,Low,1
516,29,Female,Kuala Lumpur,Bronze,15,800,Home Goods,12/2/2023,Entrepreneur,High,0
517,36,Male,Selangor,Gold,20,1200,Clothing,12/8/2023,Doctor,Medium,1
518,27,Female,Penang,Silver,14,800,Electronics,12/5/2023,,Low,0
519,42,Male,Sabah,Platinum,25,1500,HomeGoods,12/1/2023,Engineer,Medium,1
520,28,Female,Kuala Lumpur,Gold,18,1100,Electronics,12/25/2023,Artist,High,0
521,35,Male,Selangor,Silver,16,950,Clothing,11/29/2023,Scientist,Medium,0
522,27,Female,Penang,Bronze,15,700,HomeGoods,12/20/2023,Engineer,High,1
523,30,Male,Kuala Lumpur,Platinum,22,1400,Electronics,12/14/2023,Entrepreneur,Low,0
524,28,Female,Sabah,Gold,25,1200,Clothing,12/22/2023,Marketing Manager,Medium,1
525,33,Male,Terengganu,Silver,20,1300,HomeGoods,12/10/2023,Sales,High,0
526,26,Female,Kuala Lumpur,Bronze,8,450,Electronics,12/15/2023,Software Engineer,Medium,0
527,37,Male,Selangor,Gold,15,900,HomeGoods,12/18/2023,Manager,High,1
528,30,Female,Johor,Silver,20,1200,Clothing,12/5/2023,Artist,Low,0
529,26,Male,Pahang,Platinum,15,900,Electronics,11/30/2023,Engineer,Medium,0
530,31,Female,Kuala Lumpur,Gold,22,1400,HomeGoods,11/25/2023,Teacher,High,1
531,35,Male,Selangor,Silver,16,950,Electronics,12/14/2023,Scientist,Low,0
532,29,Female,Penang,Bronze,17,1000,Clothing,12/1/2023,IT Analyst,Medium,1
533,33,Male,Kuala Lumpur,Platinum,30,1500,Home Goods,12/20/2023,Entrepreneur,High,0
534,28,Female,Johor,Gold,12,700,Electronics,12/10/2023,Nurse,Medium,0
535,36,Male,Sabah,Silver,18,950,Clothing,11/28/2023,Software Engineer,Low,1
536,29,Female,Pahang,Bronze,10,600,HomeGoods,12/18/2023,Manager,High,0
537,34,Male,Kuala Lumpur,Gold,22,1500,Electronics,12/8/2023,Scientist,Medium,0
538,27,Female,Selangor,Platinum,16,980,Clothing,12/14/2023,Artist,Low,1
539,31,Male,Penang,Silver,14,800,HomeGoods,12/20/2023,Engineer,High,0
540,26,Female,Kuala Lumpur,Bronze,18,1100,Electronics,11/25/2023,Student,Medium,0
541,32,Male,Selangor,Gold,15,900,HomeGoods,12/1/2023,,High,1
542,,Female,Penang,Bronze,10,500,Electronics,11/28/2023,Nurse,Medium,0
543,39,Male,Kuala Lumpur,Platinum,22,1200,Clothing,11/30/2023,Manager,Low,0
544,28,Female,Sabah,Gold,16,1500,Electronics,12/10/2023,Artist,Medium,0
545,35,Male,Pahang,Silver,18,800,Clothing,12/15/2023,IT Analyst,Low,1
546,29,Female,Kuala Lumpur,Bronze,15,800,Clothing,12/2/2023,Entrepreneur,High,0
547,36,Male,Selangor,Gold,20,1200,Clothing,12/8/2023,Doctor,Medium,1
548,27,Female,Penang,Silver,14,800,Electronics,12/5/2023,,Low,0
549,42,Male,Sabah,Platinum,25,1500,HomeGoods,12/1/2023,Engineer,Medium,1
550,28,Female,Kuala Lumpur,Gold,18,1100,Electronics,12/25/2023,Artist,High,0
551,35,Male,Selangor,Silver,16,950,Clothing,11/29/2023,Scientist,Medium,0
552,27,Female,Penang,Bronze,15,700,HomeGoods,12/20/2023,Engineer,High,1
553,30,Male,Kuala Lumpur,Platinum,22,1400,Electronics,12/14/2023,Entrepreneur,Low,0
554,28,Female,Sabah,Gold,25,1200,Clothing,12/22/2023,Marketing Manager,Medium,1
555,33,Male,Terengganu,Silver,20,1300,HomeGoods,12/10/2023,Sales,High,0
556,26,Female,Kuala Lumpur,Bronze,8,450,Home Goods,12/15/2023,Software Engineer,Medium,0
557,37,Male,Selangor,Gold,15,900,HomeGoods,12/18/2023,Manager,High,1
558,30,Female,Johor,Silver,20,1200,Clothing,12/5/2023,Artist,Low,0
559,26,Male,Pahang,Platinum,15,900,Electronics,11/30/2023,Engineer,Medium,0
560,31,Female,Kuala Lumpur,Gold,22,1400,Home Goods,11/25/2023,Teacher,High,1
561,35,Male,Selangor,Silver,16,950,Electronics,12/14/2023,Scientist,Low,0
562,29,Female,Penang,Bronze,17,1000,Clothing,12/1/2023,IT Analyst,Medium,1
563,33,Male,Kuala Lumpur,Platinum,30,1500,Home Goods,12/20/2023,Entrepreneur,High,0
564,28,Female,Johor,Gold,12,700,Electronics,12/10/2023,Nurse,Medium,0
565,36,Male,Sabah,Silver,18,950,Clothing,11/28/2023,Software Engineer,Low,1
566,29,Female,Pahang,Bronze,10,600,HomeGoods,12/18/2023,Manager,High,0
567,34,Male,Kuala Lumpur,Gold,22,1500,Electronics,12/8/2023,Scientist,Medium,0
568,27,Female,Selangor,Platinum,16,980,Electronics,12/14/2023,Artist,Low,1
569,31,Male,Penang,Silver,14,800,HomeGoods,12/20/2023,Engineer,High,0
570,26,Female,Kuala Lumpur,Bronze,18,1100,Electronics,11/25/2023,Student,Medium,0
